3,4,10,220,U,1,0
4,4,10,220,S,1,0,1,1,1,0
5,4,10,220,S,1,0,0,0,1,1
6,4,10,220,S,1,0,1,1,1,1
7,4,10,220,S,1,0,0,0,1,0
8,4,10,220,U,1,0
9,4,10,220,U,1,0
10,4,10,220,U,1,0
11,4,10,220,S,1,0,0,0,1,0
12,4,10,220,S,1,0,1,0,0,0
13,8,16,232,S,1,0,1,0,0,0,1,1,1,0
14,8,16,232,S,1,0,0,1,0,1,1,1,1,1
15,8,16,232,U,1,0
16,8,16,232,U,1,0
17,8,16,232,S,1,0,1,0,0,0,0,0,1,0
18,8,16,232,U,1,0
19,8,16,232,S,1,0,0,1,1,0,1,1,1,0
20,8,16,232,S,1,0,1,1,1,0,1,1,1,1
21,8,16,232,U,1,0
22,8,16,232,S,1,0,1,1,1,0,1,0,1,1
23,12,24,248,U,1,0
24,12,24,248,U,1,0
25,12,24,248,S,1,0,1,0,1,1,1,0,1,1,0,1,0,1
26,12,24,248,U,1,0
27,12,24,248,U,1,1000
28,12,24,248,S,1,0,1,0,1,0,1,0,0,1,1,1,1,1
29,12,24,248,U,1,0
30,12,24,248,S,1,0,0,0,1,1,0,1,1,1,1,1,1,0
31,12,24,248,U,1,0
32,12,24,248,S,1,0,1,1,1,0,1,0,1,0,0,0,1,1
33,16,32,264,S,1,999,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1
34,16,32,264,S,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
35,16,32,264,U,1,1000
36,16,32,264,S,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1
37,16,32,264,U,1,0
38,16,32,264,U,1,1000
39,16,32,264,S,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0
40,16,32,264,U,1,1999
41,16,32,264,U,1,2027
42,16,32,264,U,1,1990
43,18,36,272,U,1,0
44,18,36,272,U,1,2021
45,18,36,272,U,1,0
46,18,36,272,U,1,2018
47,18,36,272,U,1,3999
48,18,36,272,S,1,983,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1
49,18,36,272,U,1,2020
50,18,36,272,S,1,996,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0
51,18,36,272,U,1,1984
52,18,36,272,U,1,1997
53,20,40,280,S,1,1024,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1
54,20,40,280,U,1,6993
55,20,40,280,U,1,1985
56,20,40,280,U,1,25998
57,20,40,280,U,1,2999
58,20,40,280,S,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0
59,20,40,280,U,1,998
60,20,40,280,S,1,1999,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
61,20,40,280,U,1,8998
62,20,40,280,S,1,1033,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1
63,22,44,288,U,1,4985
64,22,44,288,U,1,2002
65,22,44,288,U,1,32997
66,22,44,288,U,1,1983
67,22,44,288,U,1,62002
68,22,44,288,U,1,13009
69,22,44,288,U,1,2984
70,22,44,288,U,1,0
71,22,44,288,S,1,4111,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1
72,22,44,288,U,1,2011
73,24,48,296,U,1,10942
74,24,48,296,S,1,5995,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1
75,24,48,296,U,1,5965
76,24,48,296,U,1,35073
77,24,48,296,U,1,0
78,24,48,296,U,1,0
79,24,48,296,U,1,40006
